zip_code,genre(s),average_rating,state
98682,Crime,4.083333333333333,WA
98682,Animation,4.0,WA
98682,Fantasy,4.0,WA
98682,Horror,4.0,WA
98682,Mystery,4.0,WA
98682,Children's,3.933333333333333,WA
98682,Musical,3.888888888888889,WA
98682,Sci-Fi,3.875,WA
98682,Thriller,3.8333333333333335,WA
98682,Film-Noir,3.5,WA
98620,Children's,3.6666666666666665,WA
98620,Crime,3.6,WA
98620,Film-Noir,3.5,WA
98620,Drama,3.4615384615384617,WA
98620,Sci-Fi,3.3333333333333335,WA
98620,War,3.3333333333333335,WA
98620,Thriller,3.2777777777777777,WA
98620,Action,3.25,WA
98620,Comedy,3.0833333333333335,WA
98620,Romance,3.066666666666667,WA
98620,Fantasy,3.0,WA
98620,Horror,2.75,WA
98620,Musical,2.6666666666666665,WA
98620,Mystery,2.5714285714285716,WA
98620,Adventure,2.5,WA
98501,Western,5.0,WA
98501,Action,4.0,WA
98501,Documentary,4.0,WA
98501,Thriller,4.0,WA
98501,Romance,3.8947368421052633,WA
98501,Comedy,3.8181818181818183,WA
98501,Drama,3.735294117647059,WA
98501,Musical,3.6666666666666665,WA
98501,Adventure,3.5,WA
98501,War,3.5,WA
98501,Children's,3.0,WA
98501,Mystery,3.0,WA
98501,Sci-Fi,2.5,WA
98405,Adventure,5.0,WA
98405,Children's,5.0,WA
98405,Crime,5.0,WA
98405,War,4.666666666666667,WA
98405,Action,4.0,WA
98405,Horror,4.0,WA
98405,Thriller,4.0,WA
98405,Drama,3.7777777777777777,WA
98405,Comedy,3.6666666666666665,WA
98405,Musical,3.0,WA
98405,Romance,3.0,WA
98405,Mystery,2.5,WA
98281,Sci-Fi,4.166666666666667,WA
98281,Adventure,4.0,WA
98281,Animation,4.0,WA
98281,War,4.0,WA
98281,Western,4.0,WA
98281,Action,3.857142857142857,WA
98281,Romance,3.769230769230769,WA
98281,Crime,3.6666666666666665,WA
98281,Comedy,3.5714285714285716,WA
98281,Drama,3.5,WA
98281,Thriller,3.5,WA
98281,Children's,3.0,WA
98281,Horror,3.0,WA
98281,Musical,3.0,WA
98281,Mystery,3.0,WA
98257,Children's,5.0,WA
98257,Animation,4.5,WA
98257,Adventure,4.0,WA
98257,Crime,4.0,WA
98257,Film-Noir,4.0,WA
98257,Mystery,4.0,WA
98257,Western,4.0,WA
98257,Drama,3.857142857142857,WA
98257,Musical,3.8,WA
98257,War,3.8,WA
98257,Thriller,3.7142857142857144,WA
98257,Action,3.6666666666666665,WA
98257,Sci-Fi,3.5,WA
98257,Romance,3.4166666666666665,WA
98257,Comedy,3.3333333333333335,WA
98257,Horror,3.2,WA
98225,Western,4.5,WA
98225,Film-Noir,4.0,WA
98225,Sci-Fi,4.0,WA
98225,Mystery,3.9375,WA
98225,War,3.8,WA
98225,Drama,3.782178217821782,WA
98225,Romance,3.6842105263157894,WA
98225,Thriller,3.6666666666666665,WA
98225,Comedy,3.537037037037037,WA
98225,Crime,3.4444444444444446,WA
98225,Adventure,3.1578947368421053,WA
98225,Animation,3.0,WA
98225,Musical,3.0,WA
98225,Action,2.9375,WA
98225,Children's,2.75,WA
98225,Horror,2.2,WA
98225,Documentary,2.0,WA
98199,Mystery,4.333333333333333,WA
98199,Children's,4.0,WA
98199,Film-Noir,4.0,WA
98199,Drama,3.875,WA
98199,Crime,3.75,WA
98199,Thriller,3.7333333333333334,WA
98199,War,3.6,WA
98199,Romance,3.4545454545454546,WA
98199,Horror,3.3333333333333335,WA
98199,Adventure,3.25,WA
98199,Action,3.235294117647059,WA
98199,Comedy,3.1818181818181817,WA
98199,Sci-Fi,3.076923076923077,WA
98199,Animation,2.5,WA
98133,Drama,4.6,WA
98133,Crime,4.5,WA
98133,Romance,4.5,WA
98133,War,4.5,WA
98133,Children's,4.333333333333333,WA
98133,Action,4.1923076923076925,WA
98133,Adventure,4.083333333333333,WA
98133,Thriller,4.055555555555555,WA
98133,Animation,4.0,WA
98133,Horror,4.0,WA
98133,Mystery,4.0,WA
98133,Comedy,3.888888888888889,WA
98133,Sci-Fi,3.8,WA
98133,Fantasy,3.3333333333333335,WA
98133,Musical,3.0,WA
98121,Crime,5.0,WA
98121,Film-Noir,4.5,WA
98121,Animation,4.333333333333333,WA
98121,War,4.285714285714286,WA
98121,Adventure,4.222222222222222,WA
98121,Musical,4.142857142857143,WA
98121,Comedy,4.066666666666666,WA
98121,Action,4.03125,WA
98121,Children's,4.0,WA
98121,Documentary,4.0,WA
98121,Fantasy,4.0,WA
98121,Mystery,4.0,WA
98121,Western,4.0,WA
98121,Romance,3.9615384615384617,WA
98121,Drama,3.9591836734693877,WA
98121,Thriller,3.888888888888889,WA
98121,Sci-Fi,3.8636363636363638,WA
98121,Horror,3.5,WA
98117,Crime,4.636363636363637,WA
98117,Film-Noir,4.5,WA
98117,Mystery,4.5,WA
98117,War,4.35,WA
98117,Drama,4.222222222222222,WA
98117,Musical,4.2,WA
98117,Thriller,4.09375,WA
98117,Documentary,4.0,WA
98117,Fantasy,4.0,WA
98117,Romance,3.9393939393939394,WA
98117,Action,3.8846153846153846,WA
98117,Sci-Fi,3.8666666666666667,WA
98117,Comedy,3.861111111111111,WA
98117,Adventure,3.8125,WA
98117,Western,3.6666666666666665,WA
98117,Children's,3.533333333333333,WA
98117,Horror,3.4375,WA
98117,Animation,3.0,WA
98103,Documentary,4.0,WA
98103,Film-Noir,4.0,WA
98103,Crime,3.789473684210526,WA
98103,Mystery,3.7777777777777777,WA
98103,Drama,3.7313432835820897,WA
98103,Romance,3.5789473684210527,WA
98103,Horror,3.5,WA
98103,Thriller,3.5,WA
98103,Musical,3.4,WA
98103,Adventure,3.3636363636363638,WA
98103,War,3.3333333333333335,WA
98103,Western,3.3333333333333335,WA
98103,Comedy,3.306451612903226,WA
98103,Sci-Fi,3.260869565217391,WA
98103,Action,3.16,WA
98103,Animation,3.111111111111111,WA
98103,Fantasy,3.0,WA
98103,Children's,2.9285714285714284,WA
98102,Drama,4.0,WA
98102,Adventure,3.5,WA
98102,Crime,3.5,WA
98102,Sci-Fi,3.5,WA
98102,Children's,3.0,WA
98102,Film-Noir,3.0,WA
98102,Musical,3.0,WA
98102,Comedy,2.7,WA
98102,Mystery,2.6666666666666665,WA
98102,Romance,2.6,WA
98102,Action,2.5,WA
98102,War,2.5,WA
98102,Western,2.0,WA
98102,Thriller,1.6666666666666667,WA
98102,Horror,1.0,WA
98101,Film-Noir,4.666666666666667,WA
98101,Mystery,4.25,WA
98101,Documentary,4.0,WA
98101,Horror,4.0,WA
98101,Thriller,3.9583333333333335,WA
98101,War,3.8095238095238093,WA
98101,Romance,3.7804878048780486,WA
98101,Drama,3.730769230769231,WA
98101,Crime,3.7142857142857144,WA
98101,Western,3.6,WA
98101,Musical,3.5384615384615383,WA
98101,Comedy,3.5,WA
98101,Sci-Fi,3.4615384615384617,WA
98101,Adventure,3.4545454545454546,WA
98101,Animation,3.4,WA
98101,Action,3.36,WA
98101,Children's,3.05,WA
98101,Fantasy,2.3333333333333335,WA
98072,Crime,4.25,WA
98072,Documentary,4.0,WA
98072,Film-Noir,4.0,WA
98072,Mystery,4.0,WA
98072,Sci-Fi,4.0,WA
98072,War,4.0,WA
98072,Thriller,3.888888888888889,WA
98072,Drama,3.7804878048780486,WA
98072,Action,3.7142857142857144,WA
98072,Adventure,3.5,WA
98072,Romance,3.5,WA
98072,Comedy,3.3684210526315788,WA
98072,Animation,3.3333333333333335,WA
98072,Musical,3.0,WA
98072,Children's,2.3333333333333335,WA
98038,Romance,3.5,WA
98038,Action,3.2,WA
98038,Drama,3.076923076923077,WA
98038,Crime,3.0,WA
98038,Film-Noir,3.0,WA
98038,Thriller,3.0,WA
98038,War,3.0,WA
98038,Sci-Fi,2.5,WA
98038,Comedy,2.375,WA
98038,Mystery,2.3333333333333335,WA
98038,Children's,2.25,WA
98038,Horror,2.0,WA
98038,Musical,2.0,WA
98038,Adventure,1.5,WA
98034,Romance,4.125,WA
98034,Drama,4.086956521739131,WA
98034,Film-Noir,4.0,WA
98034,Sci-Fi,3.875,WA
98034,Crime,3.8,WA
98034,Comedy,3.75,WA
98034,Thriller,3.75,WA
98034,Mystery,3.5,WA
98034,War,3.5,WA
98034,Action,3.0,WA
98034,Adventure,2.8333333333333335,WA
98034,Musical,2.0,WA
98034,Western,2.0,WA
98034,Children's,1.0,WA
98027,Film-Noir,4.0,WA
98027,Western,4.0,WA
98027,War,3.914285714285714,WA
98027,Mystery,3.909090909090909,WA
98027,Drama,3.8059701492537314,WA
98027,Crime,3.7142857142857144,WA
98027,Thriller,3.6666666666666665,WA
98027,Romance,3.493150684931507,WA
98027,Sci-Fi,3.391304347826087,WA
98027,Fantasy,3.3333333333333335,WA
98027,Comedy,3.328358208955224,WA
98027,Action,3.3157894736842106,WA
98027,Adventure,3.3076923076923075,WA
98027,Children's,3.176470588235294,WA
98027,Animation,3.142857142857143,WA
98027,Musical,2.9,WA
98027,Documentary,2.5,WA
98027,Horror,1.0,WA
98006,Documentary,5.0,WA
98006,Fantasy,4.666666666666667,WA
98006,Western,4.666666666666667,WA
98006,Horror,4.571428571428571,WA
98006,Animation,4.454545454545454,WA
98006,Sci-Fi,4.392857142857143,WA
98006,Children's,4.333333333333333,WA
98006,Film-Noir,4.285714285714286,WA
98006,Musical,4.1,WA
98006,Crime,4.0,WA
98006,Adventure,3.8421052631578947,WA
98006,Thriller,3.8292682926829267,WA
98006,Action,3.607142857142857,WA
98006,Comedy,3.5825242718446604,WA
98006,Mystery,3.5454545454545454,WA
98006,War,3.4545454545454546,WA
98006,Drama,3.4516129032258065,WA
98006,Romance,3.0545454545454547,WA
97520,Documentary,4.875,OR
97520,Western,4.25,OR
97520,War,4.2272727272727275,OR
97520,Horror,4.176470588235294,OR
97520,Drama,4.1234567901234565,OR
97520,Animation,4.0,OR
97520,Crime,3.9444444444444446,OR
97520,Romance,3.913793103448276,OR
97520,Mystery,3.8333333333333335,OR
97520,Sci-Fi,3.787878787878788,OR
97520,Musical,3.727272727272727,OR
97520,Comedy,3.64,OR
97520,Thriller,3.6144578313253013,OR
97520,Action,3.466666666666667,OR
97520,Film-Noir,3.4285714285714284,OR
97520,Adventure,3.3333333333333335,OR
97520,Children's,3.15,OR
97520,Fantasy,2.8333333333333335,OR
97408,Film-Noir,5.0,OR
97408,War,4.666666666666667,OR
97408,Romance,4.428571428571429,OR
97408,Crime,4.4,OR
97408,Mystery,4.333333333333333,OR
97408,Drama,4.133333333333334,OR
97408,Thriller,3.5833333333333335,OR
97408,Action,3.5,OR
97408,Fantasy,3.0,OR
97408,Musical,3.0,OR
97408,Comedy,1.8571428571428572,OR
97408,Children's,1.5,OR
97408,Horror,1.5,OR
97408,Adventure,1.0,OR
97408,Sci-Fi,1.0,OR
97405,War,5.0,OR
97405,Children's,4.0,OR
97405,Fantasy,4.0,OR
97405,Romance,3.4,OR
97405,Comedy,3.2,OR
97405,Drama,3.2,OR
97405,Action,3.0,OR
97405,Crime,3.0,OR
97405,Film-Noir,3.0,OR
97405,Mystery,3.0,OR
97405,Thriller,3.0,OR
97405,Adventure,2.0,OR
97405,Documentary,2.0,OR
97403,Children's,5.0,OR
97403,Fantasy,5.0,OR
97403,Action,4.4,OR
97403,Comedy,4.3,OR
97403,Romance,4.181818181818182,OR
97403,Adventure,4.0,OR
97403,Animation,4.0,OR
97403,Crime,4.0,OR
97403,Drama,4.0,OR
97403,Film-Noir,4.0,OR
97403,Horror,4.0,OR
97403,Mystery,4.0,OR
97403,Sci-Fi,4.0,OR
97403,Thriller,4.0,OR
97403,War,3.888888888888889,OR
97403,Documentary,3.0,OR
97365,Mystery,5.0,OR
97365,War,5.0,OR
97365,Crime,4.666666666666667,OR
97365,Film-Noir,4.5,OR
97365,Drama,4.458333333333333,OR
97365,Thriller,4.25,OR
97365,Romance,4.125,OR
97365,Comedy,4.0,OR
97365,Documentary,4.0,OR
97365,Sci-Fi,4.0,OR
97365,Action,3.8333333333333335,OR
97365,Adventure,3.5,OR
97330,Documentary,4.0,OR
97330,Fantasy,3.5,OR
97330,War,3.36,OR
97330,Action,3.326530612244898,OR
97330,Sci-Fi,3.227272727272727,OR
97330,Children's,3.1176470588235294,OR
97330,Adventure,3.0625,OR
97330,Comedy,3.018181818181818,OR
97330,Animation,3.0,OR
97330,Drama,2.963636363636364,OR
97330,Thriller,2.96,OR
97330,Romance,2.9166666666666665,OR
97330,Musical,2.8823529411764706,OR
97330,Crime,2.6666666666666665,OR
97330,Mystery,2.6666666666666665,OR
97330,Western,2.625,OR
97330,Horror,2.5,OR
97330,Film-Noir,2.4285714285714284,OR
97302,Western,4.0,OR
97302,Sci-Fi,3.625,OR
97302,Romance,3.5833333333333335,OR
97302,Horror,3.5,OR
97302,Thriller,3.4615384615384617,OR
97302,Adventure,3.4545454545454546,OR
97302,Action,3.35,OR
97302,Crime,3.0,OR
97302,Mystery,3.0,OR
97302,War,3.0,OR
97302,Drama,2.903225806451613,OR
97302,Comedy,2.0,OR
97302,Musical,1.5,OR
97302,Children's,1.4285714285714286,OR
97302,Animation,1.0,OR
97301,Western,4.8,OR
97301,Film-Noir,4.090909090909091,OR
97301,War,3.9761904761904763,OR
97301,Romance,3.8823529411764706,OR
97301,Drama,3.8256880733944953,OR
97301,Fantasy,3.75,OR
97301,Mystery,3.7058823529411766,OR
97301,Sci-Fi,3.576923076923077,OR
97301,Adventure,3.533333333333333,OR
97301,Action,3.417910447761194,OR
97301,Crime,3.4166666666666665,OR
97301,Thriller,3.388888888888889,OR
97301,Horror,3.3636363636363638,OR
97301,Comedy,3.2686567164179103,OR
97301,Children's,3.210526315789474,OR
97301,Musical,3.2,OR
97301,Documentary,3.0,OR
97301,Animation,2.888888888888889,OR
97232,Documentary,4.0,OR
97232,Musical,3.6666666666666665,OR
97232,Animation,3.5,OR
97232,Crime,3.5,OR
97232,War,3.4545454545454546,OR
97232,Film-Noir,3.3333333333333335,OR
97232,Western,3.3333333333333335,OR
97232,Drama,3.1666666666666665,OR
97232,Adventure,3.0,OR
97232,Children's,3.0,OR
97232,Romance,2.9642857142857144,OR
97232,Action,2.909090909090909,OR
97232,Mystery,2.8125,OR
97232,Sci-Fi,2.75,OR
97232,Comedy,2.7,OR
97232,Thriller,2.6363636363636362,OR
97232,Horror,2.6,OR
97229,Mystery,5.0,OR
97229,Romance,5.0,OR
97229,War,5.0,OR
97229,Animation,4.666666666666667,OR
97229,Children's,4.5,OR
97229,Drama,4.2,OR
97229,Comedy,4.142857142857143,OR
97229,Musical,4.0,OR
97229,Thriller,4.0,OR
97229,Sci-Fi,3.875,OR
97229,Adventure,3.857142857142857,OR
97229,Action,3.8,OR
97229,Crime,3.0,OR
97215,Horror,4.0,OR
97215,Romance,3.6,OR
97215,Drama,3.5625,OR
97215,Sci-Fi,3.5,OR
97215,Mystery,3.4,OR
97215,Thriller,3.4,OR
97215,Crime,3.3333333333333335,OR
97215,War,3.25,OR
97215,Action,3.142857142857143,OR
97215,Comedy,3.0,OR
97215,Musical,1.0,OR
97214,Crime,4.0,OR
97214,War,3.8076923076923075,OR
97214,Mystery,3.7142857142857144,OR
97214,Sci-Fi,3.6285714285714286,OR
97214,Drama,3.537037037037037,OR
97214,Animation,3.4,OR
97214,Film-Noir,3.3333333333333335,OR
97214,Romance,3.314814814814815,OR
97214,Children's,3.2857142857142856,OR
97214,Musical,3.272727272727273,OR
97214,Comedy,3.25,OR
97214,Adventure,3.238095238095238,OR
97214,Action,3.21875,OR
97214,Thriller,3.0416666666666665,OR
97214,Documentary,3.0,OR
97214,Fantasy,3.0,OR
97214,Western,2.5,OR
97214,Horror,2.3,OR
97212,Adventure,4.0,OR
97212,Crime,4.0,OR
97212,Sci-Fi,4.0,OR
97212,Western,4.0,OR
97212,Drama,3.7142857142857144,OR
97212,Comedy,3.142857142857143,OR
97212,Horror,3.0,OR
97212,Romance,3.0,OR
97212,Thriller,3.0,OR
97212,War,3.0,OR
97212,Action,2.8,OR
97208,War,4.333333333333333,OR
97208,Romance,4.25,OR
97208,Musical,4.0,OR
97208,Drama,3.6363636363636362,OR
97208,Action,3.0,OR
97208,Adventure,3.0,OR
97208,Animation,3.0,OR
97208,Comedy,3.0,OR
97208,Children's,2.6,OR
97208,Mystery,2.0,OR
97208,Thriller,1.8,OR
97208,Horror,1.0,OR
97208,Sci-Fi,1.0,OR
97203,Fantasy,4.0,OR
97203,War,4.0,OR
97203,Children's,3.7142857142857144,OR
97203,Comedy,3.7,OR
97203,Thriller,3.533333333333333,OR
97203,Drama,3.526315789473684,OR
97203,Action,3.5,OR
97203,Animation,3.5,OR
97203,Mystery,3.4285714285714284,OR
97203,Sci-Fi,3.4166666666666665,OR
97203,Romance,3.2222222222222223,OR
97203,Adventure,3.111111111111111,OR
97203,Crime,3.0,OR
97203,Film-Noir,3.0,OR
97203,Horror,3.0,OR
97203,Musical,3.0,OR
97124,Animation,5.0,OR
97124,Documentary,5.0,OR
97124,Film-Noir,5.0,OR
97124,Adventure,3.6,OR
97124,Drama,3.4375,OR
97124,Comedy,3.357142857142857,OR
97124,War,3.142857142857143,OR
97124,Crime,3.0833333333333335,OR
97124,Sci-Fi,3.0833333333333335,OR
97124,Romance,3.076923076923077,OR
97124,Children's,3.0,OR
97124,Horror,3.0,OR
97124,Thriller,2.888888888888889,OR
97124,Action,2.789473684210526,OR
97124,Mystery,2.4285714285714284,OR
97007,Animation,4.0,OR
97007,War,3.8,OR
97007,Children's,3.6666666666666665,OR
97007,Thriller,3.3846153846153846,OR
97007,Mystery,3.25,OR
97007,Drama,3.2142857142857144,OR
97007,Action,3.2,OR
97007,Romance,3.125,OR
97007,Comedy,3.0,OR
97007,Film-Noir,3.0,OR
97007,Sci-Fi,2.75,OR
97007,Adventure,2.6666666666666665,OR
97007,Crime,2.6666666666666665,OR
97007,Musical,2.6666666666666665,OR
97007,Horror,2.0,OR
97006,Film-Noir,5.0,OR
97006,Sci-Fi,4.461538461538462,OR
97006,Musical,4.454545454545454,OR
97006,Comedy,4.45,OR
97006,Animation,4.428571428571429,OR
97006,Romance,4.333333333333333,OR
97006,War,4.1,OR
97006,Adventure,3.933333333333333,OR
97006,Action,3.9166666666666665,OR
97006,Children's,3.8,OR
97006,Drama,3.68,OR
97006,Crime,3.6666666666666665,OR
97006,Thriller,3.6,OR
97006,Mystery,3.0,OR
97006,Horror,2.0,OR
97006,Western,2.0,OR
96819,Film-Noir,5.0,HI
96819,War,4.3,HI
96819,Drama,4.2,HI
96819,Romance,4.190476190476191,HI
96819,Musical,4.166666666666667,HI
96819,Animation,4.0,HI
96819,Fantasy,4.0,HI
96819,Thriller,3.8684210526315788,HI
96819,Children's,3.8461538461538463,HI
96819,Action,3.8219178082191783,HI
96819,Sci-Fi,3.8181818181818183,HI
96819,Comedy,3.784313725490196,HI
96819,Adventure,3.761904761904762,HI
96819,Horror,3.7333333333333334,HI
96819,Western,3.6666666666666665,HI
96819,Crime,3.6,HI
96819,Mystery,3.0,HI
96754,Drama,3.3392857142857144,HI
96754,Crime,3.3076923076923075,HI
96754,Sci-Fi,3.235294117647059,HI
96754,Horror,3.2,HI
96754,Musical,3.1666666666666665,HI
96754,Mystery,3.142857142857143,HI
96754,Romance,3.142857142857143,HI
96754,Thriller,3.1136363636363638,HI
96754,Children's,3.1,HI
96754,Adventure,3.0869565217391304,HI
96754,Animation,3.0,HI
96754,Fantasy,3.0,HI
96754,Action,2.9411764705882355,HI
96754,War,2.888888888888889,HI
96754,Comedy,2.8333333333333335,HI
95938,Horror,4.0,CA
95938,War,4.0,CA
95938,Romance,3.888888888888889,CA
95938,Crime,3.5,CA
95938,Sci-Fi,3.5,CA
95938,Drama,3.423076923076923,CA
95938,Adventure,3.375,CA
95938,Action,3.347826086956522,CA
95938,Thriller,3.2962962962962963,CA
95938,Mystery,3.2857142857142856,CA
95938,Comedy,3.25,CA
95938,Animation,3.0,CA
95938,Film-Noir,3.0,CA
95938,Musical,3.0,CA
95938,Children's,2.5,CA
95823,War,4.25,CA
95823,Animation,4.0,CA
95823,Adventure,3.9,CA
95823,Children's,3.8,CA
95823,Crime,3.75,CA
95823,Romance,3.7333333333333334,CA
95823,Drama,3.642857142857143,CA
95823,Action,3.5,CA
95823,Mystery,3.5,CA
95823,Comedy,3.3,CA
95823,Sci-Fi,3.2666666666666666,CA
95823,Thriller,3.235294117647059,CA
95823,Fantasy,3.0,CA
95823,Horror,3.0,CA
95821,Film-Noir,5.0,CA
95821,Crime,4.0,CA
95821,Mystery,3.3333333333333335,CA
95821,Animation,3.0,CA
95821,Children's,3.0,CA
95821,Horror,3.0,CA
95821,Musical,3.0,CA
95821,Romance,3.0,CA
95821,Thriller,3.0,CA
95821,Drama,2.8181818181818183,CA
95821,Comedy,2.7777777777777777,CA
95821,Action,2.6666666666666665,CA
95821,War,2.3333333333333335,CA
95662,Crime,4.166666666666667,CA
95662,Romance,4.090909090909091,CA
95662,Comedy,3.7142857142857144,CA
95662,War,3.7142857142857144,CA
95662,Musical,3.6666666666666665,CA
95662,Adventure,3.6363636363636362,CA
95662,Drama,3.56,CA
95662,Animation,3.5,CA
95662,Children's,3.5,CA
95662,Action,3.46875,CA
95662,Thriller,3.2666666666666666,CA
95662,Sci-Fi,3.2,CA
95662,Fantasy,3.0,CA
95662,Film-Noir,3.0,CA
95662,Horror,3.0,CA
95662,Western,3.0,CA
95662,Mystery,1.5,CA
95660,Drama,3.6153846153846154,CA
95660,Adventure,3.5384615384615383,CA
95660,Action,3.526315789473684,CA
95660,Musical,3.25,CA
95660,Animation,3.0,CA
95660,Mystery,3.0,CA
95660,War,3.0,CA
95660,Thriller,2.923076923076923,CA
95660,Sci-Fi,2.9,CA
95660,Children's,2.875,CA
95660,Romance,2.875,CA
95660,Comedy,2.5,CA
95660,Crime,2.5,CA
95660,Fantasy,2.0,CA
95660,Horror,1.5,CA
95628,Fantasy,5.0,CA
95628,Film-Noir,4.8,CA
95628,Documentary,4.75,CA
95628,Mystery,4.461538461538462,CA
95628,Sci-Fi,4.352941176470588,CA
95628,Thriller,4.2727272727272725,CA
95628,Drama,4.2631578947368425,CA
95628,Horror,4.111111111111111,CA
95628,Crime,4.1,CA
95628,Adventure,4.0,CA
95628,Animation,4.0,CA
95628,Comedy,4.0,CA
95628,Musical,4.0,CA
95628,Romance,4.0,CA
95628,Action,3.8947368421052633,CA
95628,Children's,3.8333333333333335,CA
95628,War,3.5238095238095237,CA
95628,Western,2.0,CA
95521,War,4.235294117647059,CA
95521,Romance,4.166666666666667,CA
95521,Musical,3.923076923076923,CA
95521,Sci-Fi,3.8620689655172415,CA
95521,Action,3.8615384615384616,CA
95521,Mystery,3.8,CA
95521,Comedy,3.75177304964539,CA
95521,Adventure,3.7,CA
95521,Drama,3.6444444444444444,CA
95521,Animation,3.5384615384615383,CA
95521,Fantasy,3.4615384615384617,CA
95521,Children's,3.460526315789474,CA
95521,Thriller,3.4285714285714284,CA
95521,Western,3.4285714285714284,CA
95521,Crime,3.4,CA
95521,Horror,2.6153846153846154,CA
95521,Film-Noir,2.0,CA
95468,Western,5.0,CA
95468,Film-Noir,4.6,CA
95468,Sci-Fi,4.125,CA
95468,Action,4.12,CA
95468,Mystery,4.076923076923077,CA
95468,Thriller,4.044776119402985,CA
95468,Animation,4.0,CA
95468,Musical,4.0,CA
95468,War,3.923076923076923,CA
95468,Crime,3.8636363636363638,CA
95468,Horror,3.8,CA
95468,Adventure,3.6666666666666665,CA
95468,Romance,3.5,CA
95468,Drama,3.4925373134328357,CA
95468,Comedy,3.0,CA
95468,Children's,2.0,CA
95468,Fantasy,2.0,CA
95453,War,5.0,CA
95453,Horror,4.5,CA
95453,Mystery,4.333333333333333,CA
95453,Sci-Fi,4.25,CA
95453,Drama,4.111111111111111,CA
95453,Action,4.0,CA
95453,Romance,3.9166666666666665,CA
95453,Thriller,3.875,CA
95453,Adventure,3.6666666666666665,CA
95453,Musical,3.6666666666666665,CA
95453,Animation,3.5,CA
95453,Comedy,3.0,CA
95453,Children's,2.875,CA
95453,Fantasy,2.0,CA
95453,Crime,1.0,CA
95403,Film-Noir,5.0,CA
95403,War,4.0,CA
95403,Romance,3.9473684210526314,CA
95403,Animation,3.9,CA
95403,Drama,3.857142857142857,CA
95403,Western,3.75,CA
